ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Position,Speaker,original_data
hau_conversation_1980_02-19,HAU,Hakà nee.,,,That's right.,,,,,T :,"{""Entry"": ""19"", ""Speaker"": ""T :"", ""Hausa"": ""Haka\u0300 nee."", ""English"": ""That's right.""}"
hau_conversation_1980_02-20,HAU,"Kàmar yaa yi kuukaa, wai yanàa nan baa yàa dà wurîn dà zâi shìga hakà yànzu, wai wata 'yar Amìrkà ta cèe wai sù yi auree tanàa daamùnshì. Shii nèe yanàa gudùn yaarinyàr nan, wannàn yaarinyàa taa tàfi wani gàrii, ""Ohio"", tà jee tà kaawoo wân dà ùbân, don à nuunàa musù, wai tà nuunàa musù Lawàli, wai bàtun aurensù. Shii nèe dàliilìn dà ya sâa yaa gudù yaa bar wancàn wurii ya cèe wai zâi zaunàa à wuriinaa na kwaanaa goomà shâa biyu.",,,"It was as if he was crying, saying he had no place to go now, that some American girl had said they should marry and was pestering him. That's why he was avoiding that girl, she had gone to some town, Ohio, to go and bring back her older brother and father, in order to show Lawali to them, concerning the question of marriage. That's why he fled and left that other place and said that he would stay at my place for twelve days.",,,,,E :,"{""Entry"": ""20"", ""Speaker"": ""E :"", ""Hausa"": ""Ka\u0300mar yaa yi kuukaa, wai yana\u0300a nan baa ya\u0300a da\u0300 wuri\u0302n da\u0300 za\u0302i shi\u0300ga haka\u0300 ya\u0300nzu, wai wata 'yar Ami\u0300rka\u0300 ta ce\u0300e wai su\u0300 yi auree tana\u0300a daamu\u0300nshi\u0300. Shii ne\u0300e yana\u0300a gudu\u0300n yaarinya\u0300r nan, wanna\u0300n yaarinya\u0300a taa ta\u0300fi wani ga\u0300rii, \""Ohio\"", ta\u0300 jee ta\u0300 kaawoo wa\u0302n da\u0300 u\u0300ba\u0302n, don a\u0300 nuuna\u0300a musu\u0300, wai ta\u0300 nuuna\u0300a musu\u0300 Lawa\u0300li, wai ba\u0300tun aurensu\u0300. Shii ne\u0300e da\u0300liili\u0300n da\u0300 ya sa\u0302a yaa gudu\u0300 yaa bar wanca\u0300n wurii ya ce\u0300e wai za\u0302i zauna\u0300a a\u0300 wuriinaa na kwaanaa gooma\u0300 sha\u0302a biyu."", ""English"": ""It was as if he was crying, saying he had no place to go now, that some American girl had said they should marry and was pestering him. That's why he was avoiding that girl, she had gone to some town, Ohio, to go and bring back her older brother and father, in order to show Lawali to them, concerning the question of marriage. That's why he fled and left that other place and said that he would stay at my place for twelve days.""}"
hau_conversation_1980_02-21,HAU,Kwaanaa goomà shâa biyu?,,,Twelve days?,,,,,T :,"{""Entry"": ""21"", ""Speaker"": ""T :"", ""Hausa"": ""Kwaanaa gooma\u0300 sha\u0302a biyu?"", ""English"": ""Twelve days?""}"
hau_conversation_1980_02-22,HAU,"Kwaanaa goomà shâa biyu, wai har dà zâi fitar minì doolàs kàmar càsà'in hakà. Naa ƙi na cèe nii bà zân kàrɓaa ba, duk inàa jîn tsòoroo. In naa kàrɓaa, zâi... Zâi daɗèe.",,,"Twelve days, and he said that he would give me ninety dollars or so. I refused and said I wouldn't take the money, I was afraid. If I took the money, he would spend a long time at my place.",,,,,E :,"{""Entry"": ""22"", ""Speaker"": ""E :"", ""Hausa"": ""Kwaanaa gooma\u0300 sha\u0302a biyu, wai har da\u0300 za\u0302i fitar mini\u0300 doola\u0300s ka\u0300mar ca\u0300sa\u0300'in haka\u0300. Naa \u0199i na ce\u0300e nii ba\u0300 za\u0302n ka\u0300r\u0253aa ba, duk ina\u0300a ji\u0302n tso\u0300oroo. In naa ka\u0300r\u0253aa, za\u0302i... Za\u0302i da\u0257e\u0300e."", ""English"": ""Twelve days, and he said that he would give me ninety dollars or so. I refused and said I wouldn't take the money, I was afraid. If I took the money, he would spend a long time at my place.""}"
hau_conversation_1980_02-23,HAU,Hakà fa.,,,That's right.,,,,,T :,"{""Entry"": ""23"", ""Speaker"": ""T :"", ""Hausa"": ""Haka\u0300 fa."", ""English"": ""That's right.""}"
hau_conversation_1980_02-24,HAU,"Kaa gaanèe koo? ""So"" shii nèe naa ƙi ìn kàrɓaa, doolèe kèenan.",,,"You see? So I refused to take it, I had to.",,,,,E :,"{""Entry"": ""24"", ""Speaker"": ""E :"", ""Hausa"": ""Kaa gaane\u0300e koo? \""So\"" shii ne\u0300e naa \u0199i i\u0300n ka\u0300r\u0253aa, doole\u0300e ke\u0300enan."", ""English"": ""You see? So I refused to take it, I had to.""}"
hau_conversation_1980_02-25,HAU,Hakà fa.,,,That's right.,,,,,T :,"{""Entry"": ""25"", ""Speaker"": ""T :"", ""Hausa"": ""Haka\u0300 fa."", ""English"": ""That's right.""}"
hau_conversation_1980_02-26,HAU,Kaa gaanèe?,,,You see?,,,,,E :,"{""Entry"": ""26"", ""Speaker"": ""E :"", ""Hausa"": ""Kaa gaane\u0300e?"", ""English"": ""You see?""}"
hau_conversation_1980_02-27,HAU,Ii.,,,Yes.,,,,,T :,"{""Entry"": ""27"", ""Speaker"": ""T :"", ""Hausa"": ""Ii."", ""English"": ""Yes.""}"
hau_conversation_1980_02-28,HAU,"Tôo, dàgà kwaanaa goomà shâa biyu yaa yi, na ga mùtumìnkà yanàa zàune, na cèe tôo don Allàh kâr yà saakè wucèe koo kwaanaa bìyar. Kwaanaa bìyar ya yi ya wucèe.",,,"Well, after ten days were up, I saw your friend was still there and I said for God's sake he shouldn't stay longer than five days. After five days he was there.",,,,,E :,"{""Entry"": ""28"", ""Speaker"": ""E :"", ""Hausa"": ""To\u0302o, da\u0300ga\u0300 kwaanaa gooma\u0300 sha\u0302a biyu yaa yi, na ga mu\u0300tumi\u0300nka\u0300 yana\u0300a za\u0300une, na ce\u0300e to\u0302o don Alla\u0300h ka\u0302r ya\u0300 saake\u0300 wuce\u0300e koo kwaanaa bi\u0300yar. Kwaanaa bi\u0300yar ya yi ya wuce\u0300e."", ""English"": ""Well, after ten days were up, I saw your friend was still there and I said for God's sake he shouldn't stay longer than five days. After five days he was there.""}"
hau_conversation_1980_02-29,HAU,Hakà nee.,,,Yes.,,,,,T :,"{""Entry"": ""29"", ""Speaker"": ""T :"", ""Hausa"": ""Haka\u0300 nee."", ""English"": ""Yes.""}"
hau_conversation_1980_02-30,HAU,"Na ga mùtumìnkà yanàa ta daɗèewaa kawai hakà. Tôo, nii naa rasà àbîn dà zân yi mishì, har mukà zoo mukà daɗèe dà shii tàare, ""so"", gàa shi ìdan ya ci àbinci sai yà bar kwaanòo baa yàa wankèewaa.",,,"I realised that he was just hanging on. Well, I didn't know what to do about him, we spent a long time together, so if he ate food he would just leave the dish without washing it.",,,,,E :,"{""Entry"": ""30"", ""Speaker"": ""E :"", ""Hausa"": ""Na ga mu\u0300tumi\u0300nka\u0300 yana\u0300a ta da\u0257e\u0300ewaa kawai haka\u0300. To\u0302o, nii naa rasa\u0300 a\u0300bi\u0302n da\u0300 za\u0302n yi mishi\u0300, har muka\u0300 zoo muka\u0300 da\u0257e\u0300e da\u0300 shii ta\u0300are, \""so\"", ga\u0300a shi i\u0300dan ya ci a\u0300binci sai ya\u0300 bar kwaano\u0300o baa ya\u0300a wanke\u0300ewaa."", ""English"": ""I realised that he was just hanging on. Well, I didn't know what to do about him, we spent a long time together, so if he ate food he would just leave the dish without washing it.""}"
hau_conversation_1980_02-31,HAU,A'aǃ,,,Really?,,,,,T :,"{""Entry"": ""31"", ""Speaker"": ""T :"", ""Hausa"": ""A'a\u01c3"", ""English"": ""Really?""}"
hau_conversation_1980_02-32,HAU,Kaa gaanèe?,,,You see?,,,,,E :,"{""Entry"": ""32"", ""Speaker"": ""E :"", ""Hausa"": ""Kaa gaane\u0300e?"", ""English"": ""You see?""}"
hau_conversation_1980_02-33,HAU,Haka nèe.,,,Yes.,,,,,T :,"{""Entry"": ""33"", ""Speaker"": ""T :"", ""Hausa"": ""Haka ne\u0300e."", ""English"": ""Yes.""}"
hau_conversation_1980_02-34,HAU,"Gàa taabàa maa sai yà zubar mân à kân ""carpet"" ɗiinaa.",,,And he would scatter cigarettes on my carpet.,,,,,E :,"{""Entry"": ""34"", ""Speaker"": ""E :"", ""Hausa"": ""Ga\u0300a taaba\u0300a maa sai ya\u0300 zubar ma\u0302n a\u0300 ka\u0302n \""carpet\"" \u0257iinaa."", ""English"": ""And he would scatter cigarettes on my carpet.""}"
hau_conversation_1980_02-35,HAU,Haka nèe.,,,Yes.,,,,,T :,"{""Entry"": ""35"", ""Speaker"": ""T :"", ""Hausa"": ""Haka ne\u0300e."", ""English"": ""Yes.""}"
hau_conversation_1980_02-36,HAU,"""Carpets"" ɗiinaa sun rigaa sun yi dattì, sun laalàacee, inàa gayàa makà Tìjjaani.",,,"My carpets are already dirty, they've deteriorated, I'm telling you Tijjani.",,,,,E :,"{""Entry"": ""36"", ""Speaker"": ""E :"", ""Hausa"": ""\""Carpets\"" \u0257iinaa sun rigaa sun yi datti\u0300, sun laala\u0300acee, ina\u0300a gaya\u0300a maka\u0300 Ti\u0300jjaani."", ""English"": ""My carpets are already dirty, they've deteriorated, I'm telling you Tijjani.""}"
hau_conversation_1980_02-37,HAU,"Àshee, ɗaakìn naakà yànzu ya zama kàman na kàree kawài.",,,"Really, your room has become like the living area of a dog.",,,,,T :,"{""Entry"": ""37"", ""Speaker"": ""T :"", ""Hausa"": ""A\u0300shee, \u0257aaki\u0300n naaka\u0300 ya\u0300nzu ya zama ka\u0300man na ka\u0300ree kawa\u0300i."", ""English"": ""Really, your room has become like the living area of a dog.""}"
hau_conversation_1980_02-38,HAU,"A'a, mèe kàree? Ka cêe na Àli dà ya...",,,Worse than that of a dog. Just like Ali's who...,,,,,E :,"{""Entry"": ""38"", ""Speaker"": ""E :"", ""Hausa"": ""A'a, me\u0300e ka\u0300ree? Ka ce\u0302e na A\u0300li da\u0300 ya..."", ""English"": ""Worse than that of a dog. Just like Ali's who...""}"
hau_conversation_1980_02-39,HAU,Allàh?,,,Really?,,,,,T :,"{""Entry"": ""39"", ""Speaker"": ""T :"", ""Hausa"": ""Alla\u0300h?"", ""English"": ""Really?""}"
hau_conversation_1980_02-40,HAU,Gàskiyaa.,,,It's true.,,,,,E :,"{""Entry"": ""40"", ""Speaker"": ""E :"", ""Hausa"": ""Ga\u0300skiyaa."", ""English"": ""It's true.""}"
hau_conversation_1980_02-41,HAU,"Kaa ga nii àbîn dà ya sâa nii dâa maa, don nii mun taɓà hàɗuwaa nii dâ maa dà shii... À wani, wurin gidan rawaa ba?",,,"You know all along that I, well I have met with him formerly... In a certain, wasn't it one of those dance halls?",,,,,T :,"{""Entry"": ""41"", ""Speaker"": ""T :"", ""Hausa"": ""Kaa ga nii a\u0300bi\u0302n da\u0300 ya sa\u0302a nii da\u0302a maa, don nii mun ta\u0253a\u0300 ha\u0300\u0257uwaa nii da\u0302 maa da\u0300 shii... A\u0300 wani, wurin gidan rawaa ba?"", ""English"": ""You know all along that I, well I have met with him formerly... In a certain, wasn't it one of those dance halls?""}"
hau_conversation_1980_02-42,HAU,Ii.,,,Yes.,,,,,E :,"{""Entry"": ""42"", ""Speaker"": ""E :"", ""Hausa"": ""Ii."", ""English"": ""Yes.""}"
hau_conversation_1980_02-43,HAU,"Naa ƙi wàasaa, mukà gàmu mukà ɗan gaisàa dai, ""so"", dàgà nan shii nèe sai ya cèe ai gàa shi shii maa yanàa nan yànzu, yanàa sôo dâa maa yà zoo ta ùnguwarmu wata ran, yà zoo yà gaishee mù. Tôo, kaa san nii dâa maa tun dà naa rigaa naa san haalinshì, dâa maa tun munàa can gida.",,,"I refused to play around, we met and just greeted, so he said that there he was he was here now, that he wanted all along to come and visit our district sometime, to come and greet us. Well, you know that I already knew what he was like, ever since we lived at home.",,,,,T :,"{""Entry"": ""43"", ""Speaker"": ""T :"", ""Hausa"": ""Naa \u0199i wa\u0300asaa, muka\u0300 ga\u0300mu muka\u0300 \u0257an gaisa\u0300a dai, \""so\"", da\u0300ga\u0300 nan shii ne\u0300e sai ya ce\u0300e ai ga\u0300a shi shii maa yana\u0300a nan ya\u0300nzu, yana\u0300a so\u0302o da\u0302a maa ya\u0300 zoo ta u\u0300nguwarmu wata ran, ya\u0300 zoo ya\u0300 gaishee mu\u0300. To\u0302o, kaa san nii da\u0302a maa tun da\u0300 naa rigaa naa san haalinshi\u0300, da\u0302a maa tun muna\u0300a can gida."", ""English"": ""I refused to play around, we met and just greeted, so he said that there he was he was here now, that he wanted all along to come and visit our district sometime, to come and greet us. Well, you know that I already knew what he was like, ever since we lived at home.""}"
hau_conversation_1980_02-44,HAU,"Ii, hakà nee kàm.",,,"Yes, that's right.",,,,,E :,"{""Entry"": ""44"", ""Speaker"": ""E :"", ""Hausa"": ""Ii, haka\u0300 nee ka\u0300m."", ""English"": ""Yes, that's right.""}"
hau_conversation_1980_02-45,HAU,"Tôo, shii ya sâa sai nii bàn sakèe masà fuskàa ba, koo bàa hakà ba? Ne cèe masà ii tôo, sai yaa zoo. Tôo, sôn à soo à saamùu maa sai ranàn dâa maa sai bài tàmbàyee nì wàatàu àdìreeshìinaa ba, îndà nakè ba, shii nèe sai ya cèe tôo, sai dai yaa zoo. Na cèe màsa ""Ii"". Tôo, sai dai dà na gan shì kùwa à ɗaakìnkà. Shii nee dâa maa na cèe bàri zàn tàmbàyee kà ìn ji, mèe ya zoo yà yi à nân wurinkà, don kuma gàa shii yaa daɗèe.",,,"Well, that's why I didn't confide in him, isn't that so? I simply said to him, OK see you when you come. Well, that day he didn't even ask me my address, where I was living, so he just said, OK wait until he came. And I replied to him ""Yes"". Well, fine until I saw him later in your apartment. That's why I'd thought all along let me ask you and find out what had brought him to your apartment, for there he was he'd been there some time.",,,,,T :,"{""Entry"": ""45"", ""Speaker"": ""T :"", ""Hausa"": ""To\u0302o, shii ya sa\u0302a sai nii ba\u0300n sake\u0300e masa\u0300 fuska\u0300a ba, koo ba\u0300a haka\u0300 ba? Ne ce\u0300e masa\u0300 ii to\u0302o, sai yaa zoo. To\u0302o, so\u0302n a\u0300 soo a\u0300 saamu\u0300u maa sai rana\u0300n da\u0302a maa sai ba\u0300i ta\u0300mba\u0300yee ni\u0300 wa\u0300ata\u0300u a\u0300di\u0300reeshi\u0300inaa ba, i\u0302nda\u0300 nake\u0300 ba, shii ne\u0300e sai ya ce\u0300e to\u0302o, sai dai yaa zoo. Na ce\u0300e ma\u0300sa \""Ii\"". To\u0302o, sai dai da\u0300 na gan shi\u0300 ku\u0300wa a\u0300 \u0257aaki\u0300nka\u0300. Shii nee da\u0302a maa na ce\u0300e ba\u0300ri za\u0300n ta\u0300mba\u0300yee ka\u0300 i\u0300n ji, me\u0300e ya zoo ya\u0300 yi a\u0300 na\u0302n wurinka\u0300, don kuma ga\u0300a shii yaa da\u0257e\u0300e."", ""English"": ""Well, that's why I didn't confide in him, isn't that so? I simply said to him, OK see you when you come. Well, that day he didn't even ask me my address, where I was living, so he just said, OK wait until he came. And I replied to him \""Yes\"". Well, fine until I saw him later in your apartment. That's why I'd thought all along let me ask you and find out what had brought him to your apartment, for there he was he'd been there some time.""}"
hau_conversation_1980_02-46,HAU,"Ai yànzu àbîn dà yakèe gayàa minì kèenan, wai... Kuma nii yaaròn nân baa yàa dà ƙwaaƙwalwan riƙè àbù, zâi yi àbù hakà yànzu, kà tàmbàyee shì an jimàa sai yà mântaa.",,,"Well what he's telling me now, is that... And this by he doesn't seem to understand anything, he will do something now, and if you question him about it later he will have forgotten it.",,,,,E :,"{""Entry"": ""46"", ""Speaker"": ""E :"", ""Hausa"": ""Ai ya\u0300nzu a\u0300bi\u0302n da\u0300 yake\u0300e gaya\u0300a mini\u0300 ke\u0300enan, wai... Kuma nii yaaro\u0300n na\u0302n baa ya\u0300a da\u0300 \u0199waa\u0199walwan ri\u0199e\u0300 a\u0300bu\u0300, za\u0302i yi a\u0300bu\u0300 haka\u0300 ya\u0300nzu, ka\u0300 ta\u0300mba\u0300yee shi\u0300 an jima\u0300a sai ya\u0300 ma\u0302ntaa."", ""English"": ""Well what he's telling me now, is that... And this by he doesn't seem to understand anything, he will do something now, and if you question him about it later he will have forgotten it.""}"
hau_conversation_1980_02-47,HAU,Allàh?,,,Really?,,,,,T :,"{""Entry"": ""47"", ""Speaker"": ""T :"", ""Hausa"": ""Alla\u0300h?"", ""English"": ""Really?""}"
hau_conversation_1980_02-48,HAU,"Wàllaahì, àbîn dà bài kàmaatà maa ɗan Adàm yà mântaa ba, yaaròn sai yà mântaa.",,,"Truly, things that a human being should never forget, this boy will forget.",,,,,E :,"{""Entry"": ""48"", ""Speaker"": ""E :"", ""Hausa"": ""Wa\u0300llaahi\u0300, a\u0300bi\u0302n da\u0300 ba\u0300i ka\u0300maata\u0300 maa \u0257an Ada\u0300m ya\u0300 ma\u0302ntaa ba, yaaro\u0300n sai ya\u0300 ma\u0302ntaa."", ""English"": ""Truly, things that a human being should never forget, this boy will forget.""}"
hau_conversation_1980_02-49,HAU,Sùbùhaanà lìllaahìǃ,,,Good Lord!,,,,,T :,"{""Entry"": ""49"", ""Speaker"": ""T :"", ""Hausa"": ""Su\u0300bu\u0300haana\u0300 li\u0300llaahi\u0300\u01c3"", ""English"": ""Good Lord!""}"
hau_conversation_1980_02-50,HAU,"Gàskiyaaǃ Koo shân giyàa nee ya yi mishì yawàa yaa fi ƙarfinshì, à nan bàram nii bàn sanìi ba.",,,"It's true! Whether the beer drinking is proving too much for him, I really don't know.",,,,,E :,"{""Entry"": ""50"", ""Speaker"": ""E :"", ""Hausa"": ""Ga\u0300skiyaa\u01c3 Koo sha\u0302n giya\u0300a nee ya yi mishi\u0300 yawa\u0300a yaa fi \u0199arfinshi\u0300, a\u0300 nan ba\u0300ram nii ba\u0300n sani\u0300i ba."", ""English"": ""It's true! Whether the beer drinking is proving too much for him, I really don't know.""}"
hau_conversation_1980_02-51,HAU,Wannàn yaa ɓatà.,,,That boy has gone to the dogs.,,,,,T :,"{""Entry"": ""51"", ""Speaker"": ""T :"", ""Hausa"": ""Wanna\u0300n yaa \u0253ata\u0300."", ""English"": ""That boy has gone to the dogs.""}"
hau_conversation_1980_02-52,HAU,Ƙwarai dà gàskeǃ,,,For sure!,,,,,E :,"{""Entry"": ""52"", ""Speaker"": ""E :"", ""Hausa"": ""\u0198warai da\u0300 ga\u0300ske\u01c3"", ""English"": ""For sure!""}"
hau_conversation_1980_02-53,HAU,Yaa ɓatà kàm.,,,He's gone to the dogs.,,,,,T :,"{""Entry"": ""53"", ""Speaker"": ""T :"", ""Hausa"": ""Yaa \u0253ata\u0300 ka\u0300m."", ""English"": ""He's gone to the dogs.""}"
hau_conversation_1980_02-54,HAU,"Wai yànzu hakà yanàa sôo yà làllàɓee nì kèenan, wai ya cèe ran goomà shâa nawà, goomà shâa biyu koo goomà shâa ukù...",,,"Now he wants to work on me to persuade me, and he's mentioned staying how many days now? -- twelve or thirteen...",,,,,E :,"{""Entry"": ""54"", ""Speaker"": ""E :"", ""Hausa"": ""Wai ya\u0300nzu haka\u0300 yana\u0300a so\u0302o ya\u0300 la\u0300lla\u0300\u0253ee ni\u0300 ke\u0300enan, wai ya ce\u0300e ran gooma\u0300 sha\u0302a nawa\u0300, gooma\u0300 sha\u0302a biyu koo gooma\u0300 sha\u0302a uku\u0300..."", ""English"": ""Now he wants to work on me to persuade me, and he's mentioned staying how many days now? -- twelve or thirteen...""}"
hau_conversation_1980_02-55,HAU,Ii.,,,Yes.,,,,,T :,"{""Entry"": ""55"", ""Speaker"": ""T :"", ""Hausa"": ""Ii."", ""English"": ""Yes.""}"
hau_conversation_1980_02-56,HAU,Wai goomà shâa ukù maa yâu kwaanan watàa nawà?,,,"Thirteen days he says, what's today's date?",,,,,E :,"{""Entry"": ""56"", ""Speaker"": ""E :"", ""Hausa"": ""Wai gooma\u0300 sha\u0302a uku\u0300 maa ya\u0302u kwaanan wata\u0300a nawa\u0300?"", ""English"": ""Thirteen days he says, what's today's date?""}"
hau_conversation_1980_02-57,HAU,Yâu?,,,Today?,,,,,T :,"{""Entry"": ""57"", ""Speaker"": ""T :"", ""Hausa"": ""Ya\u0302u?"", ""English"": ""Today?""}"
hau_conversation_1980_02-58,HAU,Ii.,,,Yes.,,,,,E :,"{""Entry"": ""58"", ""Speaker"": ""E :"", ""Hausa"": ""Ii."", ""English"": ""Yes.""}"
hau_conversation_1980_02-59,HAU,"Yâu, yâu, yâu, wàatàu inàa ganii yâu kwaanan watàa yâu goomà shâa bìyar.",,,"Today, today, today I think today is the fifteenth of the month.",,,,,T :,"{""Entry"": ""59"", ""Speaker"": ""T :"", ""Hausa"": ""Ya\u0302u, ya\u0302u, ya\u0302u, wa\u0300ata\u0300u ina\u0300a ganii ya\u0302u kwaanan wata\u0300a ya\u0302u gooma\u0300 sha\u0302a bi\u0300yar."", ""English"": ""Today, today, today I think today is the fifteenth of the month.""}"
hau_conversation_1980_02-60,HAU,Goomà shâa bìyar koo?,,,The fifteenth?,,,,,E :,"{""Entry"": ""60"", ""Speaker"": ""E :"", ""Hausa"": ""Gooma\u0300 sha\u0302a bi\u0300yar koo?"", ""English"": ""The fifteenth?""}"
hau_conversation_1980_02-61,HAU,Ii.,,,Yes.,,,,,T :,"{""Entry"": ""61"", ""Speaker"": ""T :"", ""Hausa"": ""Ii."", ""English"": ""Yes.""}"
hau_conversation_1980_02-62,HAU,"Tôo, ya cèe koo goomà shâa bakwài kèenan, wai ya sàami wani ɗaakìi.",,,"Well, he mentioned the seventeenth, saying that he'd found an apartment.",,,,,E :,"{""Entry"": ""62"", ""Speaker"": ""E :"", ""Hausa"": ""To\u0302o, ya ce\u0300e koo gooma\u0300 sha\u0302a bakwa\u0300i ke\u0300enan, wai ya sa\u0300ami wani \u0257aaki\u0300i."", ""English"": ""Well, he mentioned the seventeenth, saying that he'd found an apartment.""}"
